fibra,trimestre,dividendo,precio,yield,promedio_3y,vs_promedio
FINN13,2026Q1,0.090009,5.235750995698522,0.017191230078349353,0.060455909090909095,0.4888370939001376
FSHOP13,2026Q1,0.180501,9.570294974280186,0.018860547191605875,0.1318503,0.36898437091155645
FMTY14,2026Q1,0.372828,14.63901346237933,0.025468109648107595,0.250763,0.48677436463912127
DANHOS13,2026Q1,0.45,26.80480269135022,0.016788036277738127,0.47727272727272735,-0.057142857142857266
FNOVA17,2026Q1,0.61336,27.788015865888752,0.022072824593170455,0.5528802727272727,0.10939027897376444
FUNO11,2026Q1,0.67,28.121808036428984,0.02382492616164943,0.5430730909090908,0.23371975377832976
FIBRAMQ12,2026Q1,1.225,37.293210701864275,0.03284780197106394,0.7960748181818182,0.5388000876573615
